City	Month	Year	CO	O3	Temperature
Fez	5	2005	9.453	205.802	27
Fez	5	2005	13.824	238.557	10
Fez	5	2005	9.53	201.419	14
Casablanca	5	2005	4.004	236.473	19
Casablanca	5	2005	9.779	200.392	23
Casablanca	5	2005	13.03	223.028	12
Casablanca	5	2005	12.423	276.882	13
Casablanca	5	2005	9.786	286.785	15
Casablanca	5	2005	11.608	226.656	16
Casablanca	5	2005	12.027	245.038	16
Rabat	5	2005	4.884	213.19	17
Rabat	5	2005	10.545	209.656	20
Rabat	5	2005	5.513	278.101	23
Rabat	5	2005	4.272	219.009	27
Meknes	5	2005	10.905	228.708	27
Meknes	5	2005	11.442	250.758	23
Meknes	5	2005	10.519	281.186	11
Meknes	5	2005	12.941	285.081	12
Fez	5	2005	13.407	254.208	11
Fez	5	2005	6.133	218.706	15
Fez	5	2005	12.915	291.495	23
Fez	5	2005	9.281	250.758	24
Fez	5	2005	4.86	280.145	15
Casablanca	5	2005	5.351	201.751	12
Casablanca	5	2005	8.254	224.061	28
Casablanca	5	2005	9.011	210.724	19
Casablanca	5	2005	7.946	227.249	28
Casablanca	5	2005	4.708	246.056	12
Casablanca	5	2005	10.612	226.022	26
Casablanca	5	2005	6.881	243.368	22
Rabat	5	2005	5.072	243.88	22
Rabat	5	2005	12.109	236.421	12
Rabat	5	2005	13.883	240.593	23
Rabat	5	2005	13.546	295.194	23
Meknes	5	2005	13.375	278.796	16
Meknes	5	2005	13.535	263.039	12
Meknes	5	2005	7.549	262.702	12
Meknes	5	2005	9.129	281.133	10
Fez	5	2005	13.615	263.025	21
Fez	5	2005	7.692	232.916	22
Fez	5	2005	13.893	229.762	18
Fez	5	2005	7.957	206.626	13
Fez	5	2005	10.34	203.335	23
Casablanca	5	2005	13.456	213.798	26
Casablanca	5	2005	4.229	266.667	24
Casablanca	5	2005	13.517	265.402	26
Casablanca	5	2005	6.257	218.275	22
Casablanca	5	2005	9.656	239.573	27
Casablanca	5	2005	13.405	254.324	29
Casablanca	5	2005	5.095	230.376	21
Rabat	5	2005	6.237	209.053	16
Rabat	5	2005	7.16	224.207	14
Rabat	5	2005	4.531	202.917	15
Rabat	5	2005	7.81	272.618	19
Meknes	5	2005	10.569	225.6	16
Meknes	5	2005	10.251	227.969	22
Meknes	5	2005	11.834	272.82	17
Meknes	5	2005	5.65	214.468	24
Fez	5	2005	9.266	296.429	20
Fez	5	2005	4.078	243.984	27
Fez	5	2005	11.777	255.165	15
Fez	5	2005	6.04	241.304	24
Fez	5	2005	10.679	237.176	20
Casablanca	5	2005	12.335	248.115	19
Casablanca	5	2005	4.209	258.808	19
Casablanca	5	2005	9.162	233.545	10
Casablanca	5	2005	6.514	245.556	16
Casablanca	5	2005	13.678	298.134	10
Casablanca	5	2005	7.936	259.332	11
Casablanca	5	2005	12.987	295.924	16
Rabat	5	2005	7.469	254.679	12
Rabat	5	2005	10.51	292.348	24
Rabat	5	2005	6.903	270.874	25
Rabat	5	2005	6.789	298.486	29
Meknes	5	2005	6.82	203.101	29
Meknes	5	2005	9.027	210.87	19
Meknes	5	2005	10.66	241.736	29
Meknes	5	2005	7.069	287.504	12
Fez	5	2005	8.826	262.538	21
Fez	5	2005	4.396	265.222	15
Fez	5	2005	5.063	219.867	21
Fez	5	2005	5.707	270.933	19
Fez	5	2005	8.74	278.648	27
Casablanca	5	2005	6.788	235.531	24
Casablanca	5	2005	11.24	204.95	23
Casablanca	5	2005	5.359	279.518	16
Casablanca	5	2005	10.036	265.967	29
Casablanca	5	2005	9.623	259.325	19
Casablanca	5	2005	7.82	274.324	28
Casablanca	5	2005	5.993	279.275	26
Rabat	5	2005	12.49	238.907	12
Rabat	5	2005	7.922	295.719	19
Rabat	5	2005	7.65	225.646	17
Rabat	5	2005	9.643	229.479	12
Meknes	5	2005	6.203	234.932	20
Meknes	5	2005	6.497	241.564	12
Meknes	5	2005	9.316	235.145	24
Meknes	5	2005	6.294	288.873	22
Fez	5	2005	9.571	229.026	20
Fez	5	2005	7.551	223.098	10
Fez	5	2005	12.004	293.694	26
Fez	5	2005	4.059	294.205	19
Fez	5	2005	12.626	298.063	15
Casablanca	5	2005	12.678	269.244	13
Casablanca	5	2005	4.833	244.978	24
Casablanca	5	2005	8.454	202.879	17
Casablanca	5	2005	6.738	258.922	29
Casablanca	5	2005	6.232	276.159	27
Casablanca	5	2005	10.485	233.24	17
Casablanca	5	2005	10.07	247.153	11
Rabat	5	2005	4.448	246.488	29
Rabat	5	2005	12.725	258.447	27
Rabat	5	2005	7.031	210.534	15
Rabat	5	2005	10.803	206.546	24
Meknes	5	2005	11.601	237.061	13
Meknes	5	2005	4.166	236.578	23
Meknes	5	2005	9.164	262.664	11
Meknes	5	2005	9.133	263.464	28
Fez	5	2005	11.977	286.314	17
Fez	5	2005	7.42	253.803	11
Fez	5	2005	4.445	275.102	23
Fez	5	2005	6.103	276.982	21
Fez	5	2005	9.56	247.999	16
Casablanca	5	2005	10.069	225.023	16
Casablanca	5	2005	13.913	295.866	21
Casablanca	5	2005	12.52	263.127	12
Casablanca	5	2005	5.23	206.889	28
Casablanca	5	2005	7.026	251.755	24
Casablanca	5	2005	10.342	285.973	12
Casablanca	5	2005	12.476	211.514	23
Rabat	5	2005	10.296	202.793	11
Rabat	5	2005	10.851	251.828	10
Rabat	5	2005	7.107	275.326	28
Rabat	5	2005	8.178	242.152	15
Meknes	5	2005	7.173	262.805	22
Meknes	5	2005	7.138	210.324	17
Meknes	5	2005	8.009	240.03	20
Meknes	5	2005	5.166	244.575	13
Fez	5	2005	6.207	260.181	10
Fez	5	2005	5.911	202.746	17
Fez	5	2005	13.105	268.786	12
Fez	5	2005	10.211	238.425	11
Fez	5	2005	9.62	210.636	23
Casablanca	5	2005	10.157	234.898	17
Casablanca	5	2005	6.023	248.25	28
Casablanca	5	2005	8.716	266.905	13
Casablanca	5	2005	6.291	294.581	16
Casablanca	5	2005	4.105	253.929	12
Casablanca	5	2005	12.897	284.314	22
Casablanca	5	2005	4.111	204.31	28
Rabat	5	2005	12.264	239.905	21
Rabat	5	2005	10.288	221.122	28
Rabat	5	2005	13.644	293.288	20
Rabat	5	2005	6.638	215.741	15
Meknes	5	2005	7.245	247.162	29
Meknes	5	2005	12.385	268.25	24
Meknes	5	2005	6.307	246.495	26
Meknes	5	2005	11.89	279.619	23
Fez	5	2005	5.995	268.809	24
Fez	5	2005	10.234	291.331	25
Fez	5	2005	13.817	202.044	15
Fez	5	2005	9.974	270.242	29
Fez	5	2005	4.077	204.84	11
Casablanca	5	2005	11.774	284.269	10
Casablanca	5	2005	12.305	290.907	18
Casablanca	5	2005	12.287	253.56	23
Casablanca	5	2005	7.07	216.848	18
Casablanca	5	2005	7.762	284.256	27
Casablanca	5	2005	6.283	299.49	23
Casablanca	5	2005	5.393	225.507	15
Rabat	5	2005	8.748	285.658	28
Rabat	5	2005	11.977	208.993	13
Rabat	5	2005	13.033	256.013	14
Rabat	5	2005	5.166	291.492	21
Meknes	5	2005	8.779	203.175	15
Meknes	5	2005	8.881	212.623	28
Meknes	5	2005	5.555	205.087	13
Meknes	5	2005	12.922	285.3	11
Fez	5	2005	8.913	275.85	27
Fez	5	2005	5.239	260.94	10
Fez	5	2005	4.168	289.365	21
Fez	5	2005	7.995	221.404	16
Fez	5	2005	9.518	245.463	29
Casablanca	5	2005	13.527	292.274	10
Casablanca	5	2005	10.627	252.887	10
Casablanca	5	2005	10.792	250.429	19
Casablanca	5	2005	12.521	267.542	27
Casablanca	5	2005	11.259	220.114	27
Casablanca	5	2005	4.269	295.795	20
Casablanca	5	2005	4.19	261.803	18
Rabat	5	2005	5.022	201.837	25
Rabat	5	2005	5.969	277.412	13
Rabat	5	2005	12.401	296.977	17
Rabat	5	2005	4.863	241.083	24
Meknes	5	2005	5.137	256.944	12
Meknes	5	2005	8.151	282.604	10
Meknes	5	2005	5.351	234.455	19
Meknes	5	2005	9.762	201.556	11
Fez	5	2005	8.945	269.361	15
Fez	5	2005	12.546	242.262	25
Fez	5	2005	4.89	234.14	29
Fez	5	2005	9.689	264.139	27
Fez	5	2005	13.056	214.689	16
Casablanca	5	2005	10.887	218.78	21
Casablanca	5	2005	8.804	284.38	28
Casablanca	5	2005	9.016	279.67	22
Casablanca	5	2005	11.054	232.928	29
Casablanca	5	2005	5.865	290.669	16
Casablanca	5	2005	8.831	289.037	24
Casablanca	5	2005	12.076	227.378	13
Rabat	5	2005	4.717	274.316	17
Rabat	5	2005	9.442	224.089	11
Rabat	5	2005	6.785	208.921	28
Rabat	5	2005	12.381	245.281	20
Meknes	5	2005	4.292	242.914	11
Meknes	5	2005	9.013	244.861	14
Meknes	5	2005	4.852	217.391	24
Meknes	5	2005	10.568	246.092	23
Fez	5	2005	4.598	248.834	16
Fez	5	2005	12.606	250.899	28
Fez	5	2005	11.748	229.713	17
Fez	5	2005	9.631	283.484	24
Fez	5	2005	10.771	241.964	14
Casablanca	5	2005	12.791	230.614	10
Casablanca	5	2005	12.243	214.093	22
Casablanca	5	2005	11.633	277.26	25
Casablanca	5	2005	8.456	216.402	19
Casablanca	5	2005	7.95	269.125	19
Casablanca	5	2005	13.295	200.139	26
Casablanca	5	2005	7.895	245.108	20
Rabat	5	2005	12.233	267.894	28
Rabat	5	2005	4.282	268.757	26
Rabat	5	2005	8.601	241.837	24
Rabat	5	2005	4.805	286.872	20
Meknes	5	2005	8.668	251.616	21
Meknes	5	2005	13.772	228.311	29
Meknes	5	2005	8.502	252.449	25
Meknes	5	2005	12.696	231.353	10
Fez	5	2005	11.872	218.013	23
Fez	5	2005	4.676	230.225	14
Fez	5	2005	4.172	215.779	29
Fez	5	2005	8.718	230.038	24
Fez	5	2005	10.519	222.997	23
Casablanca	5	2005	8.686	287.045	14
Casablanca	5	2005	10.597	278.947	22
Casablanca	5	2005	8.56	286.277	11
Casablanca	5	2005	7.94	218.499	29
Casablanca	5	2005	9.772	226.474	28
Casablanca	5	2005	11.601	293.225	29
Casablanca	5	2005	7.286	209.413	28
Rabat	5	2005	5.763	208.492	18
Rabat	5	2005	8.878	242.108	17
Rabat	5	2005	8.435	240.587	20
Rabat	5	2005	7.419	271.804	17
Meknes	5	2005	11.947	201.732	27
Meknes	5	2005	9.364	238.418	10
Meknes	5	2005	4.647	243.25	28
Meknes	5	2005	13.66	239.384	23
Fez	5	2005	4.407	209.239	12
Fez	5	2005	12.6	209.024	23
Fez	5	2005	6.422	219.449	21
Fez	5	2005	10.342	241.08	20
Fez	5	2005	4.755	202.626	18
Casablanca	5	2005	12.662	287.468	19
Casablanca	5	2005	6.824	284.611	27
Casablanca	5	2005	5.179	254.139	29
Casablanca	5	2005	10.965	230.993	12
Casablanca	5	2005	13.609	287.69	22
Casablanca	5	2005	7.141	201.657	22
Casablanca	5	2005	10.913	243.35	19
Rabat	5	2005	6.494	275.826	19
Rabat	5	2005	6.857	260.918	27
Rabat	5	2005	13.445	226.559	14
Rabat	5	2005	7.464	256.373	28
Meknes	5	2005	9.33	280.105	15
Meknes	5	2005	13.898	256.909	20
Meknes	5	2005	8.933	232.095	18
Meknes	5	2005	9.129	226.265	28
Fez	5	2005	8.166	219.89	29
Fez	5	2005	9.618	202.329	10
Fez	5	2005	11.447	218.607	20
Fez	5	2005	12.708	291.17	18
Fez	5	2005	9.885	202.173	23
Casablanca	5	2005	5.314	284.158	24
Casablanca	5	2005	8.046	249.139	12
Casablanca	5	2005	9.29	269.848	19
Casablanca	5	2005	9.944	296.469	23
Casablanca	5	2005	7.282	272.448	22
Casablanca	5	2005	4.915	223.823	16
Casablanca	5	2005	6.858	251.279	23
Rabat	5	2005	4.889	299.238	23
Rabat	5	2005	11.096	202.779	19
Rabat	5	2005	8.026	238.309	21
Rabat	5	2005	12.99	262.622	21
Meknes	5	2005	6.52	261.114	26
Meknes	5	2005	7.768	235.729	20
Meknes	5	2005	5.102	233.596	28
Meknes	5	2005	8.903	227.364	22
Fez	5	2005	9.14	233.322	11
Fez	5	2005	12.09	285.305	27
Fez	5	2005	4.213	255.504	16
Fez	5	2005	11.883	276.222	28
Fez	5	2005	10.584	293.264	19
Casablanca	5	2005	10.868	295.786	18
Casablanca	5	2005	4.903	263.611	11
Casablanca	5	2005	11.18	281.339	23
Casablanca	5	2005	8.085	214.516	24
Casablanca	5	2005	10.488	291.33	28
Casablanca	5	2005	10.171	239.228	21
Casablanca	5	2005	12.499	219.405	28
Rabat	5	2005	8.763	219.484	20
Rabat	5	2005	5.811	279.992	13
Rabat	5	2005	6.608	209.05	25
Rabat	5	2005	6.671	273.539	22
Meknes	5	2005	8.132	292.092	21
Meknes	5	2005	11.819	256.5	11
Meknes	5	2005	6.383	299.12	14
Meknes	5	2005	8.555	287.778	26
Fez	5	2005	5.398	264.421	24
Fez	5	2005	7.282	229.9	18
Fez	5	2005	12.784	258.752	17
Fez	5	2005	11.337	284.813	13
Fez	5	2005	7.088	262.384	10
Casablanca	5	2005	12.396	263.204	12
Casablanca	5	2005	11.167	236.746	23
Casablanca	5	2005	11.089	277.745	24
Casablanca	5	2005	8.588	209.174	13
Casablanca	5	2005	7.202	269.043	14
Casablanca	5	2005	10.597	200.879	23
Casablanca	5	2005	8.356	288.224	16
Rabat	5	2005	10.353	230.882	21
Rabat	5	2005	9.895	257.479	21
Rabat	5	2005	11.598	208.617	23
Rabat	5	2005	9.19	257.45	16
Meknes	5	2005	5.232	215.812	24
Meknes	5	2005	10.421	283.418	15
Meknes	5	2005	6.319	252.694	24
Meknes	5	2005	9.093	206.844	21
Fez	5	2005	4.68	231.047	23
Fez	5	2005	5.009	237.551	24
Fez	5	2005	5.098	207.605	19
Fez	5	2005	4.601	291.026	29
Fez	5	2005	12.605	280.392	10
Casablanca	5	2005	5.505	260.307	27
Casablanca	5	2005	12.701	282.071	12
Casablanca	5	2005	6.695	266.311	28
Casablanca	5	2005	4.192	224.687	25
Casablanca	5	2005	11.283	276.703	23
Casablanca	5	2005	4.27	259.221	20
Casablanca	5	2005	10.761	215.345	10
Rabat	5	2005	10.872	215.275	19
Rabat	5	2005	12.441	222.361	29
Rabat	5	2005	9.341	257.784	19
Rabat	5	2005	7.678	246.89	26
Meknes	5	2005	11.365	223.366	29
Meknes	5	2005	9.722	209.899	14
Meknes	5	2005	10.748	275.896	23
Meknes	5	2005	8.894	221.487	28
Fez	5	2005	9.107	288.205	13
Fez	5	2005	7.047	297.289	14
Fez	5	2005	5.979	225.759	20
Fez	5	2005	11.552	298.455	21
Fez	5	2005	6.5	208.453	18
Casablanca	5	2005	13.846	284.013	11
Casablanca	5	2005	11.653	231.002	14
Casablanca	5	2005	5.231	222.652	25
Casablanca	5	2005	4.615	231.616	19
Casablanca	5	2005	10.698	233.023	19
Casablanca	5	2005	7.169	245.119	25
Casablanca	5	2005	11.819	275.846	14
Rabat	5	2005	5.516	274.023	10
Rabat	5	2005	7.576	237.374	21
Rabat	5	2005	11.826	247.81	23
Rabat	5	2005	10.293	298.347	26
Meknes	5	2005	4.78	271.378	19
Meknes	5	2005	13.787	253.6	18
Meknes	5	2005	13.089	207.175	25
Meknes	5	2005	5.127	291.856	15
Fez	5	2005	5.753	240.398	24
Fez	5	2005	4.708	264.152	15
Fez	5	2005	11.311	220.354	27
Fez	5	2005	11.697	283.394	11
Fez	5	2005	5.449	211.636	27
Casablanca	5	2005	11.662	258.014	12
Casablanca	5	2005	7.326	258.268	11
Casablanca	5	2005	7.861	226.272	12
Casablanca	5	2005	5.435	242.595	21
Casablanca	5	2005	7.481	210.166	22
Casablanca	5	2005	13.008	286.084	17
Casablanca	5	2005	7.744	265.35	18
Rabat	5	2005	7.946	202.22	14
Rabat	5	2005	8.17	246.718	25
Rabat	5	2005	6.691	249.898	13
Rabat	5	2005	11.131	218.179	24
Meknes	5	2005	7.138	211.353	14
Meknes	5	2005	4.452	245.662	14
Meknes	5	2005	12.534	280.624	14
Meknes	5	2005	10.347	205.487	14
Fez	5	2005	12.551	201.958	26
Fez	5	2005	9.152	294.555	23
Fez	5	2005	9.241	207.204	18
Fez	5	2005	4.682	271.135	23
Fez	5	2005	10.558	200.302	17
Casablanca	5	2005	6.011	252.567	13
Casablanca	5	2005	9.958	247.03	21
Casablanca	5	2005	12.932	200.763	10
Casablanca	5	2005	9.515	213.142	19
Casablanca	5	2005	6.648	289.153	28
Casablanca	5	2005	12.211	291.779	17
Casablanca	5	2005	13.207	283.263	29
Rabat	5	2005	4.11	239.417	13
Rabat	5	2005	7.074	248.103	11
Rabat	5	2005	9.364	275.38	20
Rabat	5	2005	13.115	298.661	11
Meknes	5	2005	5.587	267.088	23
Meknes	5	2005	12.861	212.004	27
Meknes	5	2005	12.703	260.542	16
Meknes	5	2005	13.802	267.021	25
Fez	5	2005	5.67	223.497	13
Fez	5	2005	13.643	276.697	22
Fez	5	2005	12.909	247.972	15
Fez	5	2005	5.425	250.687	27
Fez	5	2005	11.576	269.562	13
Casablanca	5	2005	6.585	296.213	12
Casablanca	5	2005	10.861	201.36	16
Casablanca	5	2005	9.642	260.33	20
Casablanca	5	2005	9.593	242.181	15
Casablanca	5	2005	4.299	271.61	26
Casablanca	5	2005	7.297	243.474	15
Casablanca	5	2005	6.734	202.305	16
Rabat	5	2005	9.071	224.384	13
Rabat	5	2005	7.481	255.697	27
Rabat	5	2005	7.458	217.249	27
Rabat	5	2005	10.805	245.594	10
Meknes	5	2005	11.525	277.448	24
Meknes	5	2005	5.598	237.959	15
Meknes	5	2005	7.854	292.639	18
Meknes	5	2005	9.093	231.483	20
Fez	5	2005	7.562	280.092	16
Fez	5	2005	12.522	278.493	14
Fez	5	2005	12.124	209.076	12
Fez	5	2005	8.981	216.033	15
Fez	5	2005	9.538	231.222	25
Casablanca	5	2005	5.061	249.091	24
Casablanca	5	2005	12.382	270.992	29
Casablanca	5	2005	12.045	261.663	19
Casablanca	5	2005	11.976	233.928	17
Casablanca	5	2005	11.152	261.195	29
Casablanca	5	2005	7.649	269.205	25
Casablanca	5	2005	10.895	243.616	20
Rabat	5	2005	4.085	229.781	23
Rabat	5	2005	8.627	220.448	24
Rabat	5	2005	11.842	221.023	12
Rabat	5	2005	10.493	270.963	19
Meknes	5	2005	5.629	261.431	14
Meknes	5	2005	13.631	270.861	26
Meknes	5	2005	13.874	254.265	29
Meknes	5	2005	13.772	213.234	27
Fez	5	2005	11.927	221.146	11
Fez	5	2005	11.281	273.185	18
Fez	5	2005	9.461	218.159	27
Fez	5	2005	13.771	252.93	10
Fez	5	2005	13.449	274.894	25
Casablanca	5	2005	5.737	237.641	28
Casablanca	5	2005	8.85	244.253	22
Casablanca	5	2005	13.537	228.198	28
Casablanca	5	2005	10.537	281.269	19
Casablanca	5	2005	11.001	246.953	13
Casablanca	5	2005	13.376	242.913	22
Casablanca	5	2005	5.598	204.856	28
Rabat	5	2005	6.21	204.999	12
Rabat	5	2005	7.861	277.745	25
Rabat	5	2005	5.085	206.13	25
Rabat	5	2005	6.505	212.858	11
Meknes	5	2005	6.454	231.129	17
Meknes	5	2005	9.616	218.421	24
Meknes	5	2005	10.411	296.825	29
Meknes	5	2005	7.402	210.507	26
Fez	5	2005	10.363	258.327	22
Fez	5	2005	4.79	285.656	10
Fez	5	2005	9.836	259.159	20
Fez	5	2005	4.424	231.442	22
Fez	5	2005	8.029	248.954	22
Casablanca	5	2005	13.63	274.979	27
Casablanca	5	2005	4.681	220.86	13
Casablanca	5	2005	11.769	269.183	26
Casablanca	5	2005	10.788	293.219	13
Casablanca	5	2005	13.164	237.959	10
Casablanca	5	2005	7.79	218.681	21
Casablanca	5	2005	6.298	266.814	21
Rabat	5	2005	5.89	275.078	25
Rabat	5	2005	4.887	255.354	28
Rabat	5	2005	7.894	242.213	10
Rabat	5	2005	13.65	236.517	24
Meknes	5	2005	9.408	235.014	17
Meknes	5	2005	9.303	219.894	19
Meknes	5	2005	9.305	212.099	14
Meknes	5	2005	11.31	263.38	26
Fez	5	2005	10.232	262.434	26
Fez	5	2005	8.971	278.509	16
Fez	5	2005	13.494	233.304	16
Fez	5	2005	9.944	235.429	17
Fez	5	2005	8.838	237.017	15
Casablanca	5	2005	9.156	236.226	22
Casablanca	5	2005	7.497	248.794	20
Casablanca	5	2005	7.66	288.145	15
Casablanca	5	2005	4.273	228.023	26
Casablanca	5	2005	5.247	211.391	26
Casablanca	5	2005	12.811	216.847	12
Casablanca	5	2005	6.987	278.132	23
Rabat	5	2005	13.403	231.935	22
Rabat	5	2005	10.699	204.941	27
Rabat	5	2005	8.445	222.664	28
Rabat	5	2005	5.035	242.2	29
Meknes	5	2005	9.238	201.849	27
Meknes	5	2005	11.905	256.441	18
Meknes	5	2005	13.525	284.488	21
Meknes	5	2005	11.563	226.272	25
Fez	5	2005	4.529	292.845	20
Fez	5	2005	13.826	299.862	14
Fez	5	2005	4.251	295.191	18
Fez	5	2005	10.785	285.748	29
Fez	5	2005	6.675	213.409	21
Casablanca	5	2005	8.715	247.032	22
Casablanca	5	2005	9.329	247.419	24
Casablanca	5	2005	6.548	223.524	26
Casablanca	5	2005	6.537	221.666	16
Casablanca	5	2005	13.061	266.98	14
Casablanca	5	2005	12.312	295.071	20
Casablanca	5	2005	6.002	210.19	23
Rabat	5	2005	8.987	268.95	21
Rabat	5	2005	7.004	268.451	28
Rabat	5	2005	12.982	279.497	25
Rabat	5	2005	9.05	200.614	27
Meknes	5	2005	10	240.981	23
Meknes	5	2005	12.669	244.661	11
Meknes	5	2005	9.392	282.708	10
Meknes	5	2005	8.674	212.735	26
Fez	5	2005	8.698	211.308	23
Fez	5	2005	12.383	211.072	13
Fez	5	2005	4.687	229.467	20
Fez	5	2005	8.289	236.295	11
Fez	5	2005	11.755	297.37	25
Casablanca	5	2005	7.136	223.829	29
Casablanca	5	2005	10.188	250.402	19
Casablanca	5	2005	5.694	286.34	17
Casablanca	5	2005	6.015	218.551	27
Casablanca	5	2005	9.274	276.074	17
Casablanca	5	2005	10.719	220.046	23
Casablanca	5	2005	10.271	230.181	12
Rabat	5	2005	7.283	260.955	18
Rabat	5	2005	12.501	228.921	17
Rabat	5	2005	12.046	289.768	23
Rabat	5	2005	10.756	243.272	28
Meknes	5	2005	10.293	293.703	21
Meknes	5	2005	10.809	260.494	24
Meknes	5	2005	4.284	279.123	12
Meknes	5	2005	8.803	294.737	28
Fez	5	2005	5.7	292.611	12
Fez	5	2005	6.935	254.654	18
Fez	5	2005	7.929	258.082	18
Fez	5	2005	7.715	263.22	17
Fez	5	2005	12.915	204.526	24
Casablanca	5	2005	8.828	264.242	28
Casablanca	5	2005	11.842	273.55	28
Casablanca	5	2005	4.045	277.298	23
Casablanca	5	2005	13.424	241.147	21
Casablanca	5	2005	7.131	244.792	24
Casablanca	5	2005	11.966	200.27	21
Casablanca	5	2005	12.579	251.169	11
Rabat	5	2005	9.358	264.22	10
Rabat	5	2005	4.212	270.558	11
Rabat	5	2005	4.541	203.47	19
Rabat	5	2005	11.464	243.895	25
Meknes	5	2005	11.685	294.103	20
Meknes	5	2005	4.162	250.164	17
Meknes	5	2005	8.751	244.749	27
Meknes	5	2005	12.168	271.911	19
Fez	5	2005	10.719	216.294	15
Fez	5	2005	12.847	274.073	18
Fez	5	2005	7.716	248.167	28
Fez	5	2005	13.207	212.897	13
Fez	5	2005	11.715	290.381	17
Casablanca	5	2005	13.938	274.493	21
Casablanca	5	2005	7.441	287.16	21
Casablanca	5	2005	5.962	280.179	16
Casablanca	5	2005	8.321	224.629	19
Casablanca	5	2005	10.712	275.246	22
Casablanca	5	2005	5.348	242.366	25
Casablanca	5	2005	12.591	243.385	19
Rabat	5	2005	11.648	288.052	15
Rabat	5	2005	5.566	218.899	21
Rabat	5	2005	8.371	235.17	10
Rabat	5	2005	6.521	238.305	22
Meknes	5	2005	9.354	242.468	21
Meknes	5	2005	5.772	242.818	19
Meknes	5	2005	10.333	282.444	19
Meknes	5	2005	9.846	296.147	15
Fez	5	2005	9.386	290.657	14
Fez	5	2005	9.755	257.79	26
Fez	5	2005	12.573	252.339	12
Fez	5	2005	6.392	273.881	19
Fez	5	2005	13.728	212.244	12
Casablanca	5	2005	11.25	284.927	17
Casablanca	5	2005	10.556	290.431	10
Casablanca	5	2005	4.324	218.315	20
Casablanca	5	2005	4.548	229.541	17
Casablanca	5	2005	13.332	214.082	14
Casablanca	5	2005	11.646	292.725	11
Casablanca	5	2005	9.487	230.162	25
Rabat	5	2005	5.433	252.032	18
Rabat	5	2005	13.735	221.043	22
Rabat	5	2005	13.651	229.24	18
Rabat	5	2005	6.222	259.546	26
Meknes	5	2005	7.843	233.526	23
Meknes	5	2005	6.806	230.228	10
Meknes	5	2005	6.347	217.921	26
Meknes	5	2005	9.581	237.546	22
Fez	5	2005	10.737	217.487	21
Fez	5	2005	5.217	295.929	29
Fez	5	2005	13.849	201.803	29
Fez	5	2005	12.013	241.703	29
Fez	5	2005	12.435	282.028	14
Casablanca	5	2005	4.563	206.025	23
Casablanca	5	2005	7.207	238.083	16
Casablanca	5	2005	4.934	260.908	13
Casablanca	5	2005	12.559	251.312	23
Casablanca	5	2005	11.983	232.991	24
Casablanca	5	2005	11.968	237.628	12
Casablanca	5	2005	6.927	212.527	10
Rabat	5	2005	8.549	228.13	15
Rabat	5	2005	10.849	222.952	10
Rabat	5	2005	12.837	271.006	19
Rabat	5	2005	10.728	223.823	20
Meknes	5	2005	6.56	290.28	11
Meknes	5	2005	4.815	267.503	24
Meknes	5	2005	4.173	239.848	15
Meknes	5	2005	6.089	283.081	25
Fez	5	2005	12.55	216.628	22
Fez	5	2005	4.446	265.239	27
Fez	5	2005	13.777	236.477	18
Fez	5	2005	12.57	268.205	17
Fez	5	2005	12.604	212.265	12
Casablanca	5	2005	7.604	288.358	22
Casablanca	5	2005	13.39	228.105	14
Casablanca	5	2005	9.019	208.687	27
Casablanca	5	2005	4.386	258.453	29
Casablanca	5	2005	5.21	222.171	10
Casablanca	5	2005	8.285	205.157	23
Casablanca	5	2005	4.029	227.291	19
Rabat	5	2005	6.698	250.581	27
Rabat	5	2005	7.183	264.273	19
Rabat	5	2005	5.258	248.642	13
Rabat	5	2005	13.162	216.624	22
Meknes	5	2005	10.848	242.358	28
Meknes	5	2005	6.44	218.939	15
Meknes	5	2005	10.508	230.272	26
Meknes	5	2005	7.923	236.529	18
Fez	5	2005	8.824	262.761	27
Fez	5	2005	6.311	212.144	11
Fez	5	2005	8.985	215.125	21
Fez	5	2005	4.097	270.707	15
Fez	5	2005	8.924	295.033	22
Casablanca	5	2005	10.145	235.313	21
Casablanca	5	2005	9.801	277.187	21
Casablanca	5	2005	10.979	267.266	10
Casablanca	5	2005	9.923	285.451	17
Casablanca	5	2005	6.644	252.004	29
Casablanca	5	2005	6.707	278.995	12
Casablanca	5	2005	6.889	253.78	23
Rabat	5	2005	7.616	209.484	11
Rabat	5	2005	6.503	294.556	23
Rabat	5	2005	5.373	289.154	23
Rabat	5	2005	4.324	211.403	28
Meknes	5	2005	11.587	202.589	24
Meknes	5	2005	8.416	291.701	26
Meknes	5	2005	13.719	231.988	29
Meknes	5	2005	8.928	294.242	20
Fez	5	2005	6.648	272.141	29
Fez	5	2005	5.673	226.371	20
Fez	5	2005	9.214	264.481	29
Fez	5	2005	13.112	278.446	28
Fez	5	2005	10.545	219.26	11
Casablanca	5	2005	10.736	274.261	21
Casablanca	5	2005	13.34	211.75	17
Casablanca	5	2005	10.469	279.859	22
Casablanca	5	2005	7.17	255.737	20
Casablanca	5	2005	7.967	258.141	11
Casablanca	5	2005	7.788	255.073	24
Casablanca	5	2005	11.355	207.875	12
Rabat	5	2005	13.444	269.417	18
Rabat	5	2005	11.834	269.905	20
Rabat	5	2005	6.397	212.954	13
Rabat	5	2005	7.798	247.79	13
Meknes	5	2005	11.18	280.966	17
